Freq.	V(vi)/I(V1)
2.18776162394950e+007	(5.78462618143153e+001dB,1.33926263829898e+002°)
2.23872113856829e+007	(5.77340901186429e+001dB,1.33220597089271e+002°)
2.29086765276772e+007	(5.76194318942085e+001dB,1.32519118312469e+002°)
2.34422881531987e+007	(5.75023195099716e+001dB,1.31822181815684e+002°)
2.39883291901944e+007	(5.73827872883235e+001dB,1.31130129690027e+002°)
2.45470891568498e+007	(5.72608713836409e+001dB,1.30443291320426e+002°)
2.51188643150952e+007	(5.71366096583934e+001dB,1.29761982964949e+002°)
2.57039578276881e+007	(5.70100415567203e+001dB,1.29086507389999e+002°)
2.63026799189532e+007	(5.68812079770642e+001dB,1.28417153567085e+002°)
2.69153480392686e+007	(5.67501511437172e+001dB,1.27754196425079e+002°)
2.75422870333811e+007	(5.66169144785700e+001dB,1.27097896661938e+002°)
2.81838293126439e+007	(5.64815424737038e+001dB,1.26448500612835e+002°)
2.88403150312654e+007	(5.63440805647520e+001dB,1.25806240170975e+002°)
2.95120922666632e+007	(5.62045750069018e+001dB,1.25171332764839e+002°)
3.01995172040195e+007	(5.60630727526763e+001dB,1.24543981382929e+002°)
3.09029543251352e+007	(5.59196213332549e+001dB,1.23924374649245e+002°)
3.16227766016831e+007	(5.57742687428631e+001dB,1.23312686942723e+002°)
3.23593656929621e+007	(5.56270633272427e+001dB,1.22709078560334e+002°)
3.31131121482584e+007	(5.54780536763962e+001dB,1.22113695919655e+002°)
3.38844156139195e+007	(5.53272885218616e+001dB,1.21526671797930e+002°)
3.46736850452524e+007	(5.51748166386387e+001dB,1.20948125603564e+002°)
3.54813389233568e+007	(5.50206867526042e+001dB,1.20378163678939e+002°)
3.63078054770093e+007	(5.48649474527350e+001dB,1.19816879628412e+002°)
3.71535229097164e+007	(5.47076471089871e+001dB,1.19264354670551e+002°)
3.80189396320553e+007	(5.45488337953920e+001dB,1.18720658009674e+002°)
3.89045144994272e+007	(5.43885552187614e+001dB,1.18185847224640e+002°)
3.98107170553488e+007	(5.42268586527847e+001dB,1.17659968671145e+002°)
4.07380277804104e+007	(5.40637908775716e+001dB,1.17143057894940e+002°)
4.16869383470326e+007	(5.38993981244048e+001dB,1.16635140052613e+002°)
4.26579518801583e+007	(5.37337260260314e+001dB,1.16136230338317e+002°)
4.36515832240156e+007	(5.35668195715954e+001dB,1.15646334412031e+002°)
4.46683592150953e+007	(5.33987230669104e+001dB,1.15165448829572e+002°)
4.57088189614865e+007	(5.32294800992273e+001dB,1.14693561469414e+002°)
4.67735141287188e+007	(5.30591335066539e+001dB,1.14230651956687e+002°)
4.78630092322628e+007	(5.28877253518698e+001dB,1.13776692080536e+002°)
4.89778819368435e+007	(5.27152969000961e+001dB,1.13331646205088e+002°)
5.01187233627261e+007	(5.25418886005157e+001dB,1.12895471670273e+002°)
5.12861383991353e+007	(5.23675400719455e+001dB,1.12468119183880e+002°)
5.24807460249761e+007	(5.21922900913664e+001dB,1.12049533200944e+002°)
5.37031796370241e+007	(5.20161765858676e+001dB,1.11639652291892e+002°)
5.49540873857612e+007	(5.18392366274363e+001dB,1.11238409496702e+002°)
5.62341325190336e+007	(5.16615064300435e+001dB,1.10845732665040e+002°)
5.75439937337144e+007	(5.14830213498695e+001dB,1.10461544783258e+002°)
5.88843655355576e+007	(5.13038158869291e+001dB,1.10085764285077e+002°)
6.02559586074344e+007	(5.11239236887845e+001dB,1.09718305347463e+002°)
6.16595001861468e+007	(5.09433775562706e+001dB,1.09359078171958e+002°)
6.30957344480179e+007	(5.07622094501890e+001dB,1.09007989249400e+002°)
6.45654229034641e+007	(5.05804504995446e+001dB,1.08664941610387e+002°)
6.60693448007581e+007	(5.03981310105370e+001dB,1.08329835059533e+002°)
6.76082975391967e+007	(5.02152804766071e+001dB,1.08002566395557e+002°)
6.91830970918921e+007	(5.00319275888789e+001dB,1.07683029616126e+002°)
7.07945784384122e+007	(4.98481002469581e+001dB,1.07371116108251e+002°)
7.24435960074974e+007	(4.96638255702596e+001dB,1.07066714825722e+002°)
7.41310241300901e+007	(4.94791299091076e+001dB,1.06769712452231e+002°)
7.58577575029167e+007	(4.92940388557753e+001dB,1.06479993552236e+002°)
7.76247116628674e+007	(4.91085772552978e+001dB,1.06197440709760e+002°)
7.94328234724264e+007	(4.89227692159823e+001dB,1.05921934656014e+002°)
8.12830516164081e+007	(4.87366381193224e+001dB,1.05653354386140e+002°)
8.31763771102652e+007	(4.85502066290412e+001dB,1.05391577266650e+002°)
8.51138038202357e+007	(4.83634966997470e+001dB,1.05136479133599e+002°)
8.70963589956061e+007	(4.81765295845350e+001dB,1.04887934383411e+002°)
8.91250938133725e+007	(4.79893258415029e+001dB,1.04645816056364e+002°)
9.12010839355889e+007	(4.78019053396741e+001dB,1.04409995914539e+002°)
9.33254300796970e+007	(4.76142872631811e+001dB,1.04180344514359e+002°)
9.54992586021414e+007	(4.74264901152505e+001dB,1.03956731276326e+002°)
9.77237220955788e+007	(4.72385317199193e+001dB,1.03739024550953e+002°)
9.99999999999977e+007	(4.70504292235622e+001dB,1.03527091684199e+002°)
1.02329299228073e+008	(4.68621990945650e+001dB,1.03320799081945e+002°)
1.04712854805088e+008	(4.66738571223001e+001dB,1.03120012275302e+002°)
1.07151930523758e+008	(4.64854184145595e+001dB,1.02924595988226e+002°)
1.09647819614316e+008	(4.62968973942210e+001dB,1.02734414207888e+002°)
1.12201845430194e+008	(4.61083077946805e+001dB,1.02549330259152e+002°)
1.14815362149686e+008	(4.59196626546537e+001dB,1.02369206885206e+002°)
1.17489755493950e+008	(4.57309743114646e+001dB,1.02193906333230e+002°)
1.20226443461738e+008	(4.55422543945915e+001dB,1.02023290448805e+002°)
1.23026877081235e+008	(4.53535138177853e+001dB,1.01857220777974e+002°)
1.25892541179414e+008	(4.51647627712117e+001dB,1.01695558678625e+002°)
1.28824955169310e+008	(4.49760107131480e+001dB,1.01538165441904e+002°)
1.31825673855638e+008	(4.47872663618521e+001dB,1.01384902424453e+002°)
1.34896288259162e+008	(4.45985376872119e+001dB,1.01235631191469e+002°)
1.38038426460285e+008	(4.44098319033163e+001dB,1.01090213672021e+002°)
1.41253754462272e+008	(4.42211554609343e+001dB,1.00948512325377e+002°)
1.44543977074589e+008	(4.40325140414469e+001dB,1.00810390319729e+002°)
1.47910838816817e+008	(4.38439125515094e+001dB,1.00675711723002e+002°)
1.51356124843617e+008	(4.36553551192579e+001dB,1.00544341704649e+002°)
1.54881661891244e+008	(4.34668450918953e+001dB,1.00416146748525e+002°)
1.58489319246108e+008	(4.32783850353564e+001dB,1.00290994876218e+002°)
1.62181009735889e+008	(4.30899767359533e+001dB,1.00168755880343e+002°)
1.65958690743752e+008	(4.29016212043265e+001dB,1.00049301564806e+002°)
1.69824365246170e+008	(4.27133186819312e+001dB,9.99325059931969e+001°)
1.73780082874933e+008	(4.25250686503621e+001dB,9.98182457421178e+001°)
1.77827941003888e+008	(4.23368698434596e+001dB,9.97064001578677e+001°)
1.81970085860994e+008	(4.21487202626649e+001dB,9.95968516158406e+001°)
1.86208713666282e+008	(4.19606171953556e+001dB,9.94894857789893e+001°)
1.90546071796320e+008	(4.17725572364575e+001dB,9.93841918531460e+001°)
1.94984459975800e+008	(4.15845363137506e+001dB,9.92808628399576e+001°)
1.99526231496883e+008	(4.13965497158231e+001dB,9.91793957797253e+001°)
2.04173794466948e+008	(4.12085921237930e+001dB,9.90796919872214e+001°)
2.08929613085399e+008	(4.10206576462003e+001dB,9.89816572744261e+001°)
2.13796208950218e+008	(4.08327398565693e+001dB,9.88852021593301e+001°)
2.18776162394950e+008	(4.06448318344266e+001dB,9.87902420581406e+001°)
2.23872113856829e+008	(4.04569262083804e+001dB,9.86966974591740e+001°)
2.29086765276772e+008	(4.02690152023007e+001dB,9.86044940756965e+001°)
2.34422881531987e+008	(4.00810906827565e+001dB,9.85135629761538e+001°)
2.39883291901943e+008	(3.98931442091856e+001dB,9.84238406911973e+001°)
2.45470891568497e+008	(3.97051670846083e+001dB,9.83352692937499e+001°)
2.51188643150952e+008	(3.95171504082749e+001dB,9.82477964544105e+001°)
2.57039578276880e+008	(3.93290851279799e+001dB,9.81613754676416e+001°)
2.63026799189532e+008	(3.91409620935335e+001dB,9.80759652521080e+001°)
2.69153480392685e+008	(3.89527721094047e+001dB,9.79915303216247e+001°)
2.75422870333810e+008	(3.87645059870188e+001dB,9.79080407296974e+001°)
2.81838293126439e+008	(3.85761545958539e+001dB,9.78254719858626e+001°)
2.88403150312654e+008	(3.83877089133560e+001dB,9.77438049469636e+001°)
2.95120922666631e+008	(3.81991600726870e+001dB,9.76630256821343e+001°)
3.01995172040194e+008	(3.80104994086680e+001dB,9.75831253152832e+001°)
3.09029543251351e+008	(3.78217185008164e+001dB,9.75040998447595e+001°)
3.16227766016830e+008	(3.76328092138495e+001dB,9.74259499429779e+001°)
3.23593656929620e+008	(3.74437637350662e+001dB,9.73486807392197e+001°)
3.31131121482583e+008	(3.72545746083952e+001dB,9.72723015850525e+001°)
3.38844156139194e+008	(3.70652347649447e+001dB,9.71968258075919e+001°)
3.46736850452523e+008	(3.68757375500369e+001dB,9.71222704518731e+001°)
3.54813389233567e+008	(3.66860767466773e+001dB,9.70486560138675e+001°)
3.63078054770092e+008	(3.64962465949938e+001dB,9.69760061690706e+001°)
3.71535229097163e+008	(3.63062418083224e+001dB,9.69043474961986e+001°)
3.80189396320552e+008	(3.61160575853381e+001dB,9.68337092009048e+001°)
3.89045144994271e+008	(3.59256896188084e+001dB,9.67641228402741e+001°)
3.98107170553487e+008	(3.57351341005894e+001dB,9.66956220504851e+001°)
4.07380277804103e+008	(3.55443877237064e+001dB,9.66282422808206e+001°)
4.16869383470325e+008	(3.53534476809054e+001dB,9.65620205335575e+001°)
4.26579518801582e+008	(3.51623116602496e+001dB,9.64969951141932e+001°)
4.36515832240155e+008	(3.49709778384159e+001dB,9.64332053912368e+001°)
4.46683592150952e+008	(3.47794448706012e+001dB,9.63706915674536e+001°)
4.57088189614864e+008	(3.45877118792966e+001dB,9.63094944650792e+001°)
4.67735141287186e+008	(3.43957784399935e+001dB,9.62496553233296e+001°)
4.78630092322626e+008	(3.42036445657000e+001dB,9.61912156109316e+001°)
4.89778819368434e+008	(3.40113106896763e+001dB,9.61342168532096e+001°)
5.01187233627260e+008	(3.38187776470235e+001dB,9.60787004743580e+001°)
5.12861383991352e+008	(3.36260466551375e+001dB,9.60247076548582e+001°)
5.24807460249759e+008	(3.34331192934990e+001dB,9.59722792042459e+001°)
5.37031796370239e+008	(3.32399974825357e+001dB,9.59214554484671e+001°)
5.49540873857610e+008	(3.30466834626232e+001dB,9.58722761327624e+001°)
5.62341325190335e+008	(3.28531797722935e+001dB,9.58247803380009e+001°)
5.75439937337142e+008	(3.26594892269718e+001dB,9.57790064116348e+001°)
5.88843655355574e+008	(3.24656148976004e+001dB,9.57349919113595e+001°)
6.02559586074342e+008	(3.22715600894952e+001dB,9.56927735613449e+001°)
6.16595001861466e+008	(3.20773283219398e+001dB,9.56523872212536e+001°)
6.30957344480177e+008	(3.18829233080681e+001dB,9.56138678652676e+001°)
6.45654229034639e+008	(3.16883489353526e+001dB,9.55772495720411e+001°)
6.60693448007579e+008	(3.14936092472331e+001dB,9.55425655245916e+001°)
6.76082975391964e+008	(3.12987084251323e+001dB,9.55098480184832e+001°)
6.91830970918918e+008	(3.11036507715594e+001dB,9.54791284783605e+001°)
7.07945784384120e+008	(3.09084406940808e+001dB,9.54504374816897e+001°)
7.24435960074971e+008	(3.07130826900952e+001dB,9.54238047889605e+001°)
7.41310241300898e+008	(3.05175813330387e+001dB,9.53992593799382e+001°)
7.58577575029164e+008	(3.03219412591491e+001dB,9.53768294949044e+001°)
7.76247116628671e+008	(3.01261671550832e+001dB,9.53565426798421e+001°)
7.94328234724261e+008	(2.99302637472644e+001dB,9.53384258364873e+001°)
8.12830516164078e+008	(2.97342357915298e+001dB,9.53225052747760e+001°)
8.31763771102649e+008	(2.95380880637388e+001dB,9.53088067678080e+001°)
8.51138038202354e+008	(2.93418253520619e+001dB,9.52973556100497e+001°)
8.70963589956058e+008	(2.91454524492077e+001dB,9.52881766758451e+001°)
8.91250938133722e+008	(2.89489741464346e+001dB,9.52812944802411e+001°)
9.12010839355886e+008	(2.87523952276571e+001dB,9.52767332399706e+001°)
9.33254300796966e+008	(2.85557204650028e+001dB,9.52745169353443e+001°)
9.54992586021411e+008	(2.83589546150031e+001dB,9.52746693722207e+001°)
9.77237220955785e+008	(2.81621024150942e+001dB,9.52772142434593e+001°)
9.99999999999973e+008	(2.79651685816225e+001dB,9.52821751906843e+001°)
1.02329299228073e+009	(2.77681578080771e+001dB,9.52895758649290e+001°)
1.04712854805087e+009	(2.75710747639276e+001dB,9.52994399865498e+001°)
1.07151930523758e+009	(2.73739240943080e+001dB,9.53117914042675e+001°)
1.09647819614316e+009	(2.71767104202352e+001dB,9.53266541530547e+001°)
1.12201845430193e+009	(2.69794383394686e+001dB,9.53440525108036e+001°)
1.14815362149685e+009	(2.67821124275881e+001dB,9.53640110534498e+001°)
1.17489755493950e+009	(2.65847372399412e+001dB,9.53865547088811e+001°)
1.20226443461738e+009	(2.63873173138971e+001dB,9.54117088092074e+001°)
1.23026877081235e+009	(2.61898571715898e+001dB,9.54394991414884e+001°)
1.25892541179413e+009	(2.59923613232106e+001dB,9.54699519969658e+001°)
1.28824955169310e+009	(2.57948342701633e+001dB,9.55030942181685e+001°)
1.31825673855637e+009	(2.55972805094621e+001dB,9.55389532450552e+001°)
1.34896288259162e+009	(2.53997045377244e+001dB,9.55775571588547e+001°)
1.38038426460285e+009	(2.52021108560101e+001dB,9.56189347245583e+001°)
1.41253754462272e+009	(2.50045039746394e+001dB,9.56631154314711e+001°)
1.44543977074589e+009	(2.48068884186818e+001dB,9.57101295322814e+001°)
1.47910838816817e+009	(2.46092687332507e+001dB,9.57600080800703e+001°)
1.51356124843617e+009	(2.44116494896585e+001dB,9.58127829640255e+001°)
1.54881661891244e+009	(2.42140352915024e+001dB,9.58684869431544e+001°)
1.58489319246107e+009	(2.40164307810494e+001dB,9.59271536783393e+001°)
1.62181009735889e+009	(2.38188406459267e+001dB,9.59888177627090e+001°)
1.65958690743751e+009	(2.36212696262850e+001dB,9.60535147504229e+001°)
1.69824365246170e+009	(2.34237225216831e+001dB,9.61212811833858e+001°)
1.73780082874933e+009	(2.32262041988845e+001dB,9.61921546166939e+001°)
1.77827941003887e+009	(2.30287195992078e+001dB,9.62661736418419e+001°)
1.81970085860993e+009	(2.28312737469352e+001dB,9.63433779087658e+001°)
1.86208713666282e+009	(2.26338717573054e+001dB,9.64238081456282e+001°)
1.90546071796319e+009	(2.24365188449385e+001dB,9.65075061769310e+001°)
1.94984459975799e+009	(2.22392203325395e+001dB,9.65945149398095e+001°)
1.99526231496882e+009	(2.20419816600375e+001dB,9.66848784985831e+001°)
2.04173794466947e+009	(2.18448083937386e+001dB,9.67786420572072e+001°)
2.08929613085398e+009	(2.16477062356735e+001dB,9.68758519696896e+001°)
2.13796208950217e+009	(2.14506810335072e+001dB,9.69765557486906e+001°)
2.18776162394949e+009	(2.12537387904150e+001dB,9.70808020717940e+001°)
2.23872113856828e+009	(2.10568856754790e+001dB,9.71886407857061e+001°)
2.29086765276771e+009	(2.08601280340696e+001dB,9.73001229081116e+001°)
2.34422881531986e+009	(2.06634723988017e+001dB,9.74153006271654e+001°)
2.39883291901942e+009	(2.04669255004692e+001dB,9.75342272984033e+001°)
2.45470891568496e+009	(2.02704942795524e+001dB,9.76569574392256e+001°)
2.51188643150951e+009	(2.00741858977626e+001dB,9.77835467204386e+001°)
2.57039578276879e+009	(1.98780077499399e+001dB,9.79140519549683e+001°)
2.63026799189531e+009	(1.96819674764038e+001dB,9.80485310836970e+001°)
2.69153480392684e+009	(1.94860729751959e+001dB,9.81870431577437e+001°)
2.75422870333809e+009	(1.92903324151117e+001dB,9.83296483178407e+001°)
2.81838293126437e+009	(1.90947542486305e+001dB,9.84764077698070e+001°)
2.88403150312652e+009	(1.88993472251503e+001dB,9.86273837562874e+001°)
2.95120922666630e+009	(1.87041204047397e+001dB,9.87826395247884e+001°)
3.01995172040193e+009	(1.85090831719174e+001dB,9.89422392912074e+001°)
3.09029543251350e+009	(1.83142452498288e+001dB,9.91062481993603e+001°)
3.16227766016829e+009	(1.81196167145759e+001dB,9.92747322753257e+001°)
3.23593656929619e+009	(1.79252080097893e+001dB,9.94477583774034e+001°)
3.31131121482582e+009	(1.77310299615369e+001dB,9.96253941405831e+001°)
3.38844156139193e+009	(1.75370937932364e+001dB,9.98077079156392e+001°)
3.46736850452522e+009	(1.73434111410412e+001dB,9.99947687027161e+001°)
3.54813389233565e+009	(1.71499940688642e+001dB,1.00186646078369e+002°)
3.63078054770091e+009	(1.69568550844279e+001dB,1.00383410117087e+002°)
3.71535229097162e+009	(1.67640071540855e+001dB,1.00585131305247e+002°)
3.80189396320550e+009	(1.65714637192730e+001dB,1.00791880448990e+002°)
3.89045144994269e+009	(1.63792387114006e+001dB,1.01003728574079e+002°)
3.98107170553486e+009	(1.61873465681498e+001dB,1.01220746818913e+002°)
4.07380277804101e+009	(1.59958022485561e+001dB,1.01443006318835e+002°)
4.16869383470323e+009	(1.58046212486756e+001dB,1.01670578082857e+002°)
4.26579518801580e+009	(1.56138196167427e+001dB,1.01903532861469e+002°)
4.36515832240153e+009	(1.54234139681272e+001dB,1.02141941005635e+002°)
4.46683592150950e+009	(1.52334214999950e+001dB,1.02385872316663e+002°)
4.57088189614862e+009	(1.50438600054465e+001dB,1.02635395886428e+002°)
4.67735141287185e+009	(1.48547478872397e+001dB,1.02890579927961e+002°)
4.78630092322624e+009	(1.46661041710211e+001dB,1.03151491596173e+002°)
4.89778819368432e+009	(1.44779485175157e+001dB,1.03418196797805e+002°)
5.01187233627258e+009	(1.42903012342329e+001dB,1.03690759991392e+002°)
5.12861383991350e+009	(1.41031832861570e+001dB,1.03969243976460e+002°)
5.24807460249757e+009	(1.39166163051937e+001dB,1.04253709671637e+002°)
5.37031796370237e+009	(1.37306225987377e+001dB,1.04544215882429e+002°)
5.49540873857609e+009	(1.35452251566719e+001dB,1.04840819057459e+002°)
5.62341325190333e+009	(1.33604476569904e+001dB,1.05143573034616e+002°)
5.75439937337140e+009	(1.31763144697058e+001dB,1.05452528775429e+002°)
5.88843655355572e+009	(1.29928506590116e+001dB,1.05767734089536e+002°)
6.02559586074340e+009	(1.28100819837049e+001dB,1.06089233348941e+002°)
6.16595001861464e+009	(1.26280348948947e+001dB,1.06417067191219e+002°)
6.30957344480175e+009	(1.24467365319344e+001dB,1.06751272214109e+002°)
6.45654229034637e+009	(1.22662147156521e+001dB,1.07091880660697e+002°)
6.60693448007577e+009	(1.20864979387831e+001dB,1.07438920095977e+002°)
6.76082975391962e+009	(1.19076153537609e+001dB,1.07792413076264e+002°)
6.91830970918916e+009	(1.17295967571558e+001dB,1.08152376811327e+002°)
7.07945784384117e+009	(1.15524725709129e+001dB,1.08518822820954e+002°)
7.24435960074969e+009	(1.13762738205315e+001dB,1.08891756587884e+002°)
7.41310241300896e+009	(1.12010321090826e+001dB,1.09271177206460e+002°)
7.58577575029162e+009	(1.10267795875368e+001dB,1.09657077029841e+002°)
7.76247116628669e+009	(1.08535489214519e+001dB,1.10049441317961e+002°)
7.94328234724258e+009	(1.06813732532858e+001dB,1.10448247886819e+002°)
8.12830516164075e+009	(1.05102861605013e+001dB,1.10853466761160e+002°)
8.31763771102647e+009	(1.03403216093321e+001dB,1.11265059834332e+002°)
8.51138038202351e+009	(1.01715139041281e+001dB,1.11682980534870e+002°)
8.70963589956055e+009	(1.00038976321852e+001dB,1.12107173504938e+002°)
8.91250938133719e+009	(9.83750760398051e+000dB,1.12537574291438e+002°)
9.12010839355883e+009	(9.67237878889275e+000dB,1.12974109053261e+002°)
9.33254300796963e+009	(9.50854624644028e+000dB,1.13416694287450e+002°)
9.54992586021408e+009	(9.34604505290427e+000dB,1.13865236576589e+002°)
9.77237220955782e+009	(9.18491022382854e+000dB,1.14319632361552e+002°)
1.00000000000000e+010	(9.02517663221457e+000dB,1.14779767741177e+002°)
